;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 31/08/2020 15:41:34
;----------------------------------------------

;Address Opcode 	ASM
0x1336	0xF002EC4C  	CALL        _Lcd_Chr_CP, 0
;view.c,57 :: 		Lcd_Chr_Cp(':');
0x133A	0x0E3A      	MOVLW       58
0x133C	0x6F6D      	MOVWF       FARG_Lcd_Chr_CP_out_char, 1
0x133E	0xF002EC4C  	CALL        _Lcd_Chr_CP, 0
;view.c,59 :: 		Lcd_Chr(2,6,'m');
0x1342	0x0E02      	MOVLW       2
0x1344	0x6E5B      	MOVWF       FARG_Lcd_Chr_row 
0x1346	0x0E06      	MOVLW       6
0x1348	0x6E5C      	MOVWF       FARG_Lcd_Chr_column 
0x134A	0x0E6D      	MOVLW       109
0x134C	0x6E5D      	MOVWF       FARG_Lcd_Chr_out_char 
0x134E	0xF005EC09  	CALL        _Lcd_Chr, 0
;view.c,60 :: 		Lcd_Chr_Cp('s');
0x1352	0x0E73      	MOVLW       115
0x1354	0x6F6D      	MOVWF       FARG_Lcd_Chr_CP_out_char, 1
0x1356	0xF002EC4C  	CALL        _Lcd_Chr_CP, 0
;view.c,62 :: 		Lcd_Chr(2,14,'H');
0x135A	0x0E02      	MOVLW       2
0x135C	0x6E5B      	MOVWF       FARG_Lcd_Chr_row 
0x135E	0x0E0E      	MOVLW       14
0x1360	0x6E5C      	MOVWF       FARG_Lcd_Chr_column 
0x1362	0x0E48      	MOVLW       72
0x1364	0x6E5D      	MOVWF       FARG_Lcd_Chr_out_char 
0x1366	0xF005EC09  	CALL        _Lcd_Chr, 0
;view.c,63 :: 		Lcd_Chr_Cp('z');
0x136A	0x0E7A      	MOVLW       122
0x136C	0x6F6D      	MOVWF       FARG_Lcd_Chr_CP_out_char, 1
0x136E	0xF002EC4C  	CALL        _Lcd_Chr_CP, 0
;view.c,65 :: 		FloatToStr_FixLen(((2*(valor_captura * 1 * 2E-7))/1000),txt2, 5);
0x1372	0xF000C02D  	MOVFF       _valor_captura, R0
0x1376	0xF001C02E  	MOVFF       _valor_captura+1, R1
0x137A	0xF005EC6E  	CALL        _word2double, 0
0x137E	0x0E95      	MOVLW       149
0x1380	0x6E04      	MOVWF       R4 
0x1382	0x0EBF      	MOVLW       191
0x1384	0x6E05      	MOVWF       R5 
0x1386	0x0E56      	MOVLW       86
0x1388	0x6E06      	MOVWF       R6 
0x138A	0x0E68      	MOVLW       104
0x138C	0x6E07      	MOVWF       R7 
0x138E	0xF002EC52  	CALL        _Mul_32x32_FP, 0
0x1392	0x0E00      	MOVLW       0
0x1394	0x6E04      	MOVWF       R4 
0x1396	0x0E00      	MOVLW       0
0x1398	0x6E05      	MOVWF       R5 
0x139A	0x0E00      	MOVLW       0
0x139C	0x6E06      	MOVWF       R6 
0x139E	0x0E80      	MOVLW       128
0x13A0	0x6E07      	MOVWF       R7 
0x13A2	0xF002EC52  	CALL        _Mul_32x32_FP, 0
0x13A6	0x0E00      	MOVLW       0
0x13A8	0x6E04      	MOVWF       R4 
0x13AA	0x0E00      	MOVLW       0
0x13AC	0x6E05      	MOVWF       R5 
0x13AE	0x0E7A      	MOVLW       122
0x13B0	0x6E06      	MOVWF       R6 
0x13B2	0x0E88      	MOVLW       136
0x13B4	0x6E07      	MOVWF       R7 
0x13B6	0xF004EC4F  	CALL        _Div_32x32_FP, 0
0x13BA	0xF061C000  	MOVFF       R0, FARG_FloatToStr_FixLen_fnum
0x13BE	0xF062C001  	MOVFF       R1, FARG_FloatToStr_FixLen_fnum+1
0x13C2	0xF063C002  	MOVFF       R2, FARG_FloatToStr_FixLen_fnum+2
0x13C6	0xF064C003  	MOVFF       R3, FARG_FloatToStr_FixLen_fnum+3
0x13CA	0x0E2F      	MOVLW       _txt2
0x13CC	0x0100      	MOVLB       0
0x13CE	0x6F65      	MOVWF       FARG_FloatToStr_FixLen_str, 1
0x13D0	0x0E00      	MOVLW       hi_addr(_txt2)
0x13D2	0x6F66      	MOVWF       FARG_FloatToStr_FixLen_str+1, 1
0x13D4	0x0E05      	MOVLW       5
0x13D6	0x6F67      	MOVWF       FARG_FloatToStr_FixLen_len, 1
0x13D8	0xDD09      	RCALL       _FloatToStr_FixLen
;view.c,66 :: 		WordToStr((1/(2*(valor_captura * 1 * 2E-7))),txt);
0x13DA	0xF000C02D  	MOVFF       _valor_captura, R0
0x13DE	0xF001C02E  	MOVFF       _valor_captura+1, R1
0x13E2	0xF005EC6E  	CALL        _word2double, 0
0x13E6	0x0E95      	MOVLW       149
0x13E8	0x6E04      	MOVWF       R4 
0x13EA	0x0EBF      	MOVLW       191
0x13EC	0x6E05      	MOVWF       R5 
0x13EE	0x0E56      	MOVLW       86
0x13F0	0x6E06      	MOVWF       R6 
0x13F2	0x0E68      	MOVLW       104
0x13F4	0x6E07      	MOVWF       R7 
0x13F6	0xF002EC52  	CALL        _Mul_32x32_FP, 0
0x13FA	0x0E00      	MOVLW       0
0x13FC	0x6E04      	MOVWF       R4 
0x13FE	0x0E00      	MOVLW       0
0x1400	0x6E05      	MOVWF       R5 
0x1402	0x0E00      	MOVLW       0
0x1404	0x6E06      	MOVWF       R6 
0x1406	0x0E80      	MOVLW       128
0x1408	0x6E07      	MOVWF       R7 
0x140A	0xF002EC52  	CALL        _Mul_32x32_FP, 0
0x140E	0xF004C000  	MOVFF       R0, R4
0x1412	0xF005C001  	MOVFF       R1, R5
0x1416	0xF006C002  	MOVFF       R2, R6
0x141A	0xF007C003  	MOVFF       R3, R7
0x141E	0x0E00      	MOVLW       0
0x1420	0x6E00      	MOVWF       R0 
0x1422	0x0E00      	MOVLW       0
0x1424	0x6E01      	MOVWF       R1 
0x1426	0x0E00      	MOVLW       0
0x1428	0x6E02      	MOVWF       R2 
0x142A	0x0E7F      	MOVLW       127
0x142C	0x6E03      	MOVWF       R3 
0x142E	0xF004EC4F  	CALL        _Div_32x32_FP, 0
0x1432	0xDC6F      	RCALL       _double2word
0x1434	0xF05BC000  	MOVFF       R0, FARG_WordToStr_input
0x1438	0xF05CC001  	MOVFF       R1, FARG_WordToStr_input+1
0x143C	0x0E41      	MOVLW       _txt
0x143E	0x6E5D      	MOVWF       FARG_WordToStr_output 
0x1440	0x0E00      	MOVLW       hi_addr(_txt)
0x1442	0x6E5E      	MOVWF       FARG_WordToStr_output+1 
0x1444	0xDC1D      	RCALL       _WordToStr
;view.c,68 :: 		Lcd_Out(2,1,txt2);
0x1446	0x0E02      	MOVLW       2
0x1448	0x6E5B      	MOVWF       FARG_Lcd_Out_row 
0x144A	0x0E01      	MOVLW       1
0x144C	0x6E5C      	MOVWF       FARG_Lcd_Out_column 
0x144E	0x0E2F      	MOVLW       _txt2
0x1450	0x6E5D      	MOVWF       FARG_Lcd_Out_text 
0x1452	0x0E00      	MOVLW       hi_addr(_txt2)
0x1454	0x6E5E      	MOVWF       FARG_Lcd_Out_text+1 
0x1456	0xF006EC02  	CALL        _Lcd_Out, 0
;view.c,69 :: 		Lcd_Out(2,8,txt);
0x145A	0x0E02      	MOVLW       2
0x145C	0x6E5B      	MOVWF       FARG_Lcd_Out_row 
0x145E	0x0E08      	MOVLW       8
0x1460	0x6E5C      	MOVWF       FARG_Lcd_Out_column 
0x1462	0x0E41      	MOVLW       _txt
0x1464	0x6E5D      	MOVWF       FARG_Lcd_Out_text 
0x1466	0x0E00      	MOVLW       hi_addr(_txt)
0x1468	0x6E5E      	MOVWF       FARG_Lcd_Out_text+1 
0x146A	0xF006EC02  	CALL        _Lcd_Out, 0
;view.c,70 :: 		}
L_end_valorCaptura:
0x146E	0x0012      	RETURN      0
; end of _valorCaptura
_buttonMenu:
;button.c,75 :: 		void buttonMenu()
;button.c,77 :: 		if(button1)                     //Botao solto?
0x1470	0x0E81      	MOVLW       PORTB
0x1472	0x0100      	MOVLB       0
0x1474	0x6F78      	MOVWF       FARG_Button_port, 1
0x1476	0x0E0F      	MOVLW       hi_addr(PORTB)
0x1478	0x6F79      	MOVWF       FARG_Button_port+1, 1
0x147A	0x0E07      	MOVLW       7
0x147C	0x6F7A      	MOVWF       FARG_Button_pin, 1
0x147E	0x0E96      	MOVLW       150
0x1480	0x6F7B      	MOVWF       FARG_Button_time_ms, 1
0x1482	0x0E01      	MOVLW       1
0x1484	0x6F7C      	MOVWF       FARG_Button_active_state, 1
0x1486	0xF005EC36  	CALL        _Button, 0
0x148A	0x5200      	MOVF        R0, 1 
0x148C	0xE005      	BZ          L_buttonMenu22
;button.c,79 :: 		if(flaginicio == 0)
0x148E	0xB440      	BTFSC       _flaginicio, BitPos(_flaginicio+0) 
0x1490	0xD003      	BRA         L_buttonMenu23
;button.c,81 :: 		flagVoltar = 1;
0x1492	0x8640      	BSF         _flagVoltar, BitPos(_flagVoltar+0) 
;button.c,82 :: 		flagConfirma = 1;
0x1494	0x8240      	BSF         _flagConfirma, BitPos(_flagConfirma+0) 
;button.c,83 :: 		limpa_lcd = 0x01;
0x1496	0x8040      	BSF         _limpa_lcd, BitPos(_limpa_lcd+0) 
;button.c,84 :: 		}
L_buttonMenu23:
;button.c,85 :: 		}
L_buttonMenu22:
;button.c,87 :: 		if(button2)
0x1498	0x0E81      	MOVLW       PORTB
0x149A	0x6F78      	MOVWF       FARG_Button_port, 1
0x149C	0x0E0F      	MOVLW       hi_addr(PORTB)
0x149E	0x6F79      	MOVWF       FARG_Button_port+1, 1
0x14A0	0x0E06      	MOVLW       6
0x14A2	0x6F7A      	MOVWF       FARG_Button_pin, 1
0x14A4	0x0E96      	MOVLW       150
0x14A6	0x6F7B      	MOVWF       FARG_Button_time_ms, 1
0x14A8	0x0E01      	MOVLW       1
0x14AA	0x6F7C      	MOVWF       FARG_Button_active_state, 1
0x14AC	0xF005EC36  	CALL        _Button, 0
0x14B0	0x5200      	MOVF        R0, 1 
0x14B2	0xE00D      	BZ          L_buttonMenu24
;button.c,89 :: 		if(flaginicio == 0)
0x14B4	0xB440      	BTFSC       _flaginicio, BitPos(_flaginicio+0) 
0x14B6	0xD00B      	BRA         L_buttonMenu25
;button.c,91 :: 		if(var_menu <= max_menu && var_menu > min_menu) var_menu --;
0x14B8	0x502B      	MOVF        _var_menu, 0 
0x14BA	0x5C50      	SUBWF       _max_menu, 0 
0x14BC	0xE305      	BNC         L_buttonMenu28
0x14BE	0x502B      	MOVF        _var_menu, 0 
0x14C0	0x5C51      	SUBWF       _min_menu, 0 
0x14C2	0xE202      	BC          L_buttonMenu28
L__buttonMenu44:
0x14C4	0x062B      	DECF        _var_menu, 1 
0x14C6	0xD002      	BRA         L_buttonMenu29
L_buttonMenu28:
;button.c,92 :: 		else                             var_menu = min_menu;
0x14C8	0xF02BC051  	MOVFF       _min_menu, _var_menu
L_buttonMenu29:
;button.c,93 :: 		limpa_lcd = 0x01;
0x14CC	0x8040      	BSF         _limpa_lcd, BitPos(_limpa_lcd+0) 
;button.c,94 :: 		}
L_buttonMenu25:
;button.c,95 :: 		}
L_buttonMenu24:
;button.c,97 :: 		if(button3)
0x14CE	0x0E81      	MOVLW       PORTB
0x14D0	0x6F78      	MOVWF       FARG_Button_port, 1
0x14D2	0x0E0F      	MOVLW       hi_addr(PORTB)
0x14D4	0x6F79      	MOVWF       FARG_Button_port+1, 1
0x14D6	0x0E05      	MOVLW       5
0x14D8	0x6F7A      	MOVWF       FARG_Button_pin, 1
0x14DA	0x0E96      	MOVLW       150
0x14DC	0x6F7B      	MOVWF       FARG_Button_time_ms, 1
0x14DE	0x0E01      	MOVLW       1
0x14E0	0x6F7C      	MOVWF       FARG_Button_active_state, 1
0x14E2	0xF005EC36  	CALL        _Button, 0
0x14E6	0x5200      	MOVF        R0, 1 
0x14E8	0xE00D      	BZ          L_buttonMenu30
;button.c,99 :: 		if(flaginicio == 0)
0x14EA	0xB440      	BTFSC       _flaginicio, BitPos(_flaginicio+0) 
0x14EC	0xD00B      	BRA         L_buttonMenu31
;button.c,101 :: 		if(var_menu < max_menu && var_menu >= 0) var_menu ++;
0x14EE	0x5050      	MOVF        _max_menu, 0 
0x14F0	0x5C2B      	SUBWF       _var_menu, 0 
0x14F2	0xE205      	BC          L_buttonMenu34
0x14F4	0x0E00      	MOVLW       0
0x14F6	0x5C2B      	SUBWF       _var_menu, 0 
0x14F8	0xE302      	BNC         L_buttonMenu34
L__buttonMenu43:
0x14FA	0x2A2B      	INCF        _var_menu, 1 
0x14FC	0xD002      	BRA         L_buttonMenu35
L_buttonMenu34:
;button.c,102 :: 		else                             var_menu = max_menu;
0x14FE	0xF02BC050  	MOVFF       _max_menu, _var_menu
L_buttonMenu35:
;button.c,103 :: 		limpa_lcd = 0x01;
0x1502	0x8040      	BSF         _limpa_lcd, BitPos(_limpa_lcd+0) 
;button.c,104 :: 		}
L_buttonMenu31:
;button.c,105 :: 		}
L_buttonMenu30:
;button.c,107 :: 		if(button4)
0x1504	0x0E81      	MOVLW       PORTB
0x1506	0x6F78      	MOVWF       FARG_Button_port, 1
0x1508	0x0E0F      	MOVLW       hi_addr(PORTB)
0x150A	0x6F79      	MOVWF       FARG_Button_port+1, 1
0x150C	0x0E04      	MOVLW       4
0x150E	0x6F7A      	MOVWF       FARG_Button_pin, 1
0x1510	0x0E96      	MOVLW       150
0x1512	0x6F7B      	MOVWF       FARG_Button_time_ms, 1
0x1514	0x0E01      	MOVLW       1
0x1516	0x6F7C      	MOVWF       FARG_Button_active_state, 1
0x1518	0xF005EC36  	CALL        _Button, 0
0x151C	0x5200      	MOVF        R0, 1 
0x151E	0xE007      	BZ          L_buttonMenu36
;button.c,109 :: 		if(flaginicio == 1)
0x1520	0xA440      	BTFSS       _flaginicio, BitPos(_flaginicio+0) 
0x1522	0xD003      	BRA         L_buttonMenu37
;button.c,111 :: 		flaginicio = 0;
0x1524	0x9440      	BCF         _flaginicio, BitPos(_flaginicio+0) 
;button.c,112 :: 		limpa_lcd = 1;
0x1526	0x8040      	BSF         _limpa_lcd, BitPos(_limpa_lcd+0) 
;button.c,113 :: 		}else
0x1528	0xD002      	BRA         L_buttonMenu38
L_buttonMenu37:
;button.c,115 :: 		flagConfirma = 1;
0x152A	0x8240      	BSF         _flagConfirma, BitPos(_flagConfirma+0) 
;button.c,116 :: 		limpa_lcd = 0x01;
0x152C	0x8040      	BSF         _limpa_lcd, BitPos(_limpa_lcd+0) 
;button.c,117 :: 		}
L_buttonMenu38:
;button.c,118 :: 		}
L_buttonMenu36:
;button.c,119 :: 		}
L_end_buttonMenu:
0x152E	0x0012      	RETURN      0
; end of _buttonMenu
_controle_menu:
;controller.c,31 :: 		char controle_menu(char var_atual)
;controller.c,33 :: 		if(flagVoltar == 0)
0x1530	0xB640      	BTFSC       _flagVoltar, BitPos(_flagVoltar+0) 
0x1532	0xD00E      	BRA         L_controle_menu0
;controller.c,35 :: 		vetor_menu[pos_menu] = var_atual;
0x1534	0x0E53      	MOVLW       _vetor_menu
0x1536	0x6EE1      	MOVWF       FSR1L 
0x1538	0x0E00      	MOVLW       hi_addr(_vetor_menu)
0x153A	0x6EE2      	MOVWF       FSR1H 
0x153C	0x5052      	MOVF        _pos_menu, 0 
0x153E	0x26E1      	ADDWF       FSR1L, 1 
0x1540	0xB0D8      	BTFSC       STATUS, 0 
0x1542	0x2AE2      	INCF        FSR1H, 1 
0x1544	0xFFE6C05A  	MOVFF       FARG_controle_menu_var_atual, POSTINC1
;controller.c,36 :: 		pos_menu++;
0x1548	0x2A52      	INCF        _pos_menu, 1 
;controller.c,37 :: 		var_atual = 1;
0x154A	0x0E01      	MOVLW       1
0x154C	0x6E5A      	MOVWF       FARG_controle_menu_var_atual 
;controller.c,38 :: 		}else if(pos_menu > 0)
0x154E	0xD00E      	BRA         L_controle_menu1
L_controle_menu0:
0x1550	0x5052      	MOVF        _pos_menu, 0 
0x1552	0x0800      	SUBLW       0
0x1554	0xE20B      	BC          L_controle_menu2
;controller.c,40 :: 		pos_menu--;
0x1556	0x0652      	DECF        _pos_menu, 1 
;controller.c,41 :: 		var_atual = vetor_menu[pos_menu];
0x1558	0x0E53      	MOVLW       _vetor_menu
0x155A	0x6EE9      	MOVWF       FSR0L 
0x155C	0x0E00      	MOVLW       hi_addr(_vetor_menu)
0x155E	0x6EEA      	MOVWF       FSR0H 
0x1560	0x5052      	MOVF        _pos_menu, 0 
0x1562	0x26E9      	ADDWF       FSR0L, 1 
0x1564	0xB0D8      	BTFSC       STATUS, 0 
0x1566	0x2AEA      	INCF        FSR0H, 1 
0x1568	0xF05ACFEE  	MOVFF       POSTINC0, FARG_controle_menu_var_atual
;controller.c,42 :: 		}
L_controle_menu2:
L_controle_menu1:
;controller.c,44 :: 		return var_atual;
0x156C	0xF000C05A  	MOVFF       FARG_controle_menu_var_atual, R0
;controller.c,45 :: 		}
L_end_controle_menu:
0x1570	0x0012      	RETURN      0
; end of _controle_menu
_valores:
;view.c,74 :: 		void valores()
;view.c,76 :: 		Lcd_Chr(1,1,'V');
0x1572	0x0E01      	MOVLW       1
0x1574	0x6E5B      	MOVWF       FARG_Lcd_Chr_row 
0x1576	0x0E01      	MOVLW       1
0x1578	0x6E5C      	MOVWF       FARG_Lcd_Chr_column 
0x157A	0x0E56      	MOVLW       86
0x157C	0x6E5D      	MOVWF       FARG_Lcd_Chr_out_char 
0x157E	0xF005EC09  	CALL        _Lcd_Chr, 0
;view.c,77 :: 		Lcd_Chr_Cp('a');
0x1582	0x0E61      	MOVLW       97
0x1584	0x6F6D      	MOVWF       FARG_Lcd_Chr_CP_out_char, 1
0x1586	0xF002EC4C  	CALL        _Lcd_Chr_CP, 0
;view.c,78 :: 		Lcd_Chr_Cp('r');
0x158A	0x0E72      	MOVLW       114
0x158C	0x6F6D      	MOVWF       FARG_Lcd_Chr_CP_out_char, 1
0x158E	0xF002EC4C  	CALL        _Lcd_Chr_CP, 0
;view.c,79 :: 		Lcd_Chr_Cp(' ');
0x1592	0x0E20      	MOVLW       32
0x1594	0x6F6D      	MOVWF       FARG_Lcd_Chr_CP_out_char, 1
0x1596	0xF002EC4C  	CALL        _Lcd_Chr_CP, 0
;view.c,80 :: 		Lcd_Chr_Cp('I');
0x159A	0x0E49      	MOVLW       73
0x159C	0x6F6D      	MOVWF       FARG_Lcd_Chr_CP_out_char, 1
0x159E	0xF002EC4C  	CALL        _Lcd_Chr_CP, 0
;view.c,81 :: 		Lcd_Chr_Cp('n');
0x15A2	0x0E6E      	MOVLW       110
0x15A4	0x6F6D      	MOVWF       FARG_Lcd_Chr_CP_out_char, 1
0x15A6	0xF002EC4C  	CALL        _Lcd_Chr_CP, 0
;view.c,82 :: 		Lcd_Chr_Cp('c');
0x15AA	0x0E63      	MOVLW       99
0x15AC	0x6F6D      	MOVWF       FARG_Lcd_Chr_CP_out_char, 1
0x15AE	0xF002EC4C  	CALL        _Lcd_Chr_CP, 0
;view.c,83 :: 		Lcd_Chr_Cp(' ');
0x15B2	0x0E20      	MOVLW       32
0x15B4	0x6F6D      	MOVWF       FARG_Lcd_Chr_CP_out_char, 1
0x15B6	0xF002EC4C  	CALL        _Lcd_Chr_CP, 0
;view.c,84 :: 		Lcd_Chr_Cp(':');
0x15BA	0x0E3A      	MOVLW       58
0x15BC	0x6F6D      	MOVWF       FARG_Lcd_Chr_CP_out_char, 1
0x15BE	0xF002EC4C  	CALL        _Lcd_Chr_CP, 0
;view.c,86 :: 		LongToStr(contT,txt2);
0x15C2	0xF061C03E  	MOVFF       _contT, FARG_LongToStr_input
0x15C6	0xF062C03F  	MOVFF       _contT+1, FARG_LongToStr_input+1
0x15CA	0x0E00      	MOVLW       0
0x15CC	0x6F63      	MOVWF       FARG_LongToStr_input+2, 1
0x15CE	0x6F64      	MOVWF       FARG_LongToStr_input+3, 1
0x15D0	0x0E2F      	MOVLW       _txt2
0x15D2	0x6F65      	MOVWF       FARG_LongToStr_output, 1
0x15D4	0x0E00      	MOVLW       hi_addr(_txt2)
0x15D6	0x6F66      	MOVWF       FARG_LongToStr_output+1, 1
0x15D8	0xF005EC82  	CALL        _LongToStr, 0
;view.c,88 :: 		Lcd_Out(2,1,txt2);
0x15DC	0x0E02      	MOVLW       2
0x15DE	0x6E5B      	MOVWF       FARG_Lcd_Out_row 
0x15E0	0x0E01      	MOVLW       1
0x15E2	0x6E5C      	MOVWF       FARG_Lcd_Out_column 
0x15E4	0x0E2F      	MOVLW       _txt2
0x15E6	0x6E5D      	MOVWF       FARG_Lcd_Out_text 
0x15E8	0x0E00      	MOVLW       hi_addr(_txt2)
0x15EA	0x6E5E      	MOVWF       FARG_Lcd_Out_text+1 
0x15EC	0xF006EC02  	CALL        _Lcd_Out, 0
;view.c,89 :: 		}
L_end_valores:
0x15F0	0x0012      	RETURN      0
; end of _valores
_configInterruptTMR1:
;interruptTMR1.c,50 :: 		void configInterruptTMR1()
;interruptTMR1.c,54 :: 		T1CON = 0b01000001;                      //Configuraçao TIMER1
0x15F2	0x0E41      	MOVLW       65
0x15F4	0x6ECD      	MOVWF       T1CON 
;interruptTMR1.c,59 :: 		TMR1L = 0x00;                            //Inicializa variaveis de contagem
0x15F6	0x6ACE      	CLRF        TMR1L 
;interruptTMR1.c,60 :: 		TMR1H = 0x00;                            //Inicializa variaveis de contagem
0x15F8	0x6ACF      	CLRF        TMR1H 
;interruptTMR1.c,61 :: 		TMR1IE_bit = 0x01;                       //Habilita interrupçao do TIMER1
0x15FA	0x809D      	BSF         TMR1IE_bit, BitPos(TMR1IE_bit+0) 
;interruptTMR1.c,62 :: 		TMR1IP_bit = 0x01;                       //Configura a interrupção como HighPriority
0x15FC	0x809F      	BSF         TMR1IP_bit, BitPos(TMR1IP_bit+0) 
;interruptTMR1.c,63 :: 		}
L_end_configInterruptTMR1:
0x15FE	0x0012      	RETURN      0
; end of _configInterruptTMR1
___CC2DW:
;__Lib_System.c,21 :: 		
;__Lib_System.c,23 :: 		
_CC2DL_Loop1:
;__Lib_System.c,24 :: 		
0x1600	0x0009      	TBLRD*+
;__Lib_System.c,25 :: 		
0x1602	0xFFE6CFF5  	MOVFF       TABLAT, POSTINC1
;__Lib_System.c,26 :: 		
0x1606	0x0600      	DECF        R0, 1, 0
;__Lib_System.c,27 :: 		
0x1608	0xE1FB      	BNZ         _CC2DL_Loop1
;__Lib_System.c,28 :: 		
0x160A	0x0601      	DECF        R1, 1, 0
;__Lib_System.c,29 :: 		
0x160C	0xE1F9      	BNZ         _CC2DL_Loop1
;__Lib_System.c,31 :: 		
L_end___CC2DW:
0x160E	0x0012      	RETURN      0
; end of ___CC2DW
_interruptTMR0:
;interruptTMR0.c,22 :: 		void interruptTMR0()
;interruptTMR0.c,24 :: 		if(TMR0IF_bit)
0x1610	0xA4F2      	BTFSS       TMR0IF_bit, BitPos(TMR0IF_bit+0) 
0x1612	0xD006      	BRA         L_interruptTMR00
;interruptTMR0.c,26 :: 		TMR0IF_bit = 0x00;                     //Limpa a flag do TMR0
0x1614	0x94F2      	BCF         TMR0IF_bit, BitPos(TMR0IF_bit+0) 
;interruptTMR0.c,27 :: 		TMR0H = 0xB1;                          //Reinicialização do contador TMR0H
0x1616	0x0EB1      	MOVLW       177
0x1618	0x6ED7      	MOVWF       TMR0H 
;interruptTMR0.c,28 :: 		TMR0L = 0xE0;                          //Reinicialização do contador TMR0L
0x161A	0x0EE0      	MOVLW       224
0x161C	0x6ED6      	MOVWF       TMR0L 
;interruptTMR0.c,30 :: 		buttonMenu();
0x161E	0xDF28      	RCALL       _buttonMenu
;interruptTMR0.c,31 :: 		}
L_interruptTMR00:
;interruptTMR0.c,32 :: 		}
L_end_interruptTMR0:
0x1620	0x0012      	RETURN      0
; end of _interruptTMR0
_interruptTMR1:
;interruptTMR1.c,22 :: 		void interruptTMR1()
;interruptTMR1.c,24 :: 		if(TMR1IF_bit)                           //Houve interrupçao do TIMER1?
0x1622	0xA09E      	BTFSS       TMR1IF_bit, BitPos(TMR1IF_bit+0) 
0x1624	0xD026      	BRA         L_interruptTMR10
;interruptTMR1.c,26 :: 		contador_rotacao ++;                   //incrementa sinal de rotaçao
0x1626	0x2A2C      	INCF        _contador_rotacao, 1 
;interruptTMR1.c,28 :: 		if(contador_rotacao < dentes) rotacao = ~rotacao;
0x1628	0x5059      	MOVF        _dentes, 0 
0x162A	0x5C2C      	SUBWF       _contador_rotacao, 0 
0x162C	0xA0D8      	BTFSS       STATUS, 0 
0x162E	0x7A8C      	BTG         LATD5_bit, BitPos(LATD5_bit+0) 
L_interruptTMR11:
;interruptTMR1.c,29 :: 		if(contador_rotacao >= dentes)
0x1630	0x5059      	MOVF        _dentes, 0 
0x1632	0x5C2C      	SUBWF       _contador_rotacao, 0 
0x1634	0xE302      	BNC         L_interruptTMR12
;interruptTMR1.c,31 :: 		fase = ~fase;
0x1636	0x708C      	BTG         LATD0_bit, BitPos(LATD0_bit+0) 
;interruptTMR1.c,32 :: 		rotacao = 0x00;
0x1638	0x9A8C      	BCF         LATD5_bit, BitPos(LATD5_bit+0) 
;interruptTMR1.c,33 :: 		}
L_interruptTMR12:
;interruptTMR1.c,34 :: 		if(contador_rotacao == (dentes+falhas))
0x163A	0x5058      	MOVF        _falhas, 0 
0x163C	0x2459      	ADDWF       _dentes, 0 
0x163E	0x6E01      	MOVWF       R1 
0x1640	0x6A02      	CLRF        R2 
0x1642	0x0E00      	MOVLW       0
0x1644	0x2202      	ADDWFC      R2, 1 
0x1646	0x0E00      	MOVLW       0
0x1648	0x1802      	XORWF       R2, 0 
0x164A	0xE102      	BNZ         L__interruptTMR15
0x164C	0x5001      	MOVF        R1, 0 
0x164E	0x182C      	XORWF       _contador_rotacao, 0 
L__interruptTMR15:
0x1650	0xE102      	BNZ         L_interruptTMR13
;interruptTMR1.c,36 :: 		contador_rotacao = 0x00;
0x1652	0x6A2C      	CLRF        _contador_rotacao 
;interruptTMR1.c,37 :: 		fase = 0x00;
0x1654	0x908C      	BCF         LATD0_bit, BitPos(LATD0_bit+0) 
;interruptTMR1.c,38 :: 		}
L_interruptTMR13:
;interruptTMR1.c,39 :: 		TMR1L = contT << 8;
0x1656	0x6ACE      	CLRF        TMR1L 
;interruptTMR1.c,40 :: 		TMR1H = contT >> 8;
0x1658	0xF000C03F  	MOVFF       _contT+1, R0
0x165C	0x6A01      	CLRF        R1 
0x165E	0xFFCFC000  	MOVFF       R0, TMR1H
;interruptTMR1.c,42 :: 		valor_captura = 65535 - contT;
0x1662	0x503E      	MOVF        _contT, 0 
0x1664	0x08FF      	SUBLW       255
0x1666	0x6E2D      	MOVWF       _valor_captura 
0x1668	0xF02EC03F  	MOVFF       _contT+1, _valor_captura+1
0x166C	0x0EFF      	MOVLW       255
0x166E	0x562E      	SUBFWB      _valor_captura+1, 1 
;interruptTMR1.c,44 :: 		TMR1IF_bit = 0x00;                     //Limpa a flag do TIMER1
0x1670	0x909E      	BCF         TMR1IF_bit, BitPos(TMR1IF_bit+0) 
;interruptTMR1.c,45 :: 		}
L_interruptTMR10:
;interruptTMR1.c,46 :: 		}
L_end_interruptTMR1:
0x1672	0x0012      	RETURN      0
; end of _interruptTMR1
_limpaLCD:
;view.c,93 :: 		void limpaLCD()
;view.c,95 :: 		limpa_lcd = 0;
0x1674	0x9040      	BCF         _limpa_lcd, BitPos(_limpa_lcd+0) 
;view.c,96 :: 		Lcd_Cmd(_LCD_CLEAR);
0x1676	0x0E01      	MOVLW       1
0x1678	0x0100      	MOVLB       0
0x167A	0x6F77      	MOVWF       FARG_Lcd_Cmd_out_char, 1
0x167C	0xF001EC9A  	CALL        _Lcd_Cmd, 0
;view.c,97 :: 		}
L_end_limpaLCD:
0x1680	0x0012      	RETURN      0
; end of _limpaLCD
_inicioLcd:
;view.c,31 :: 		void inicioLcd()
;view.c,33 :: 		Lcd_Chr(1,1,'V');
0x1682	0x0E01      	MOVLW       1
